SpecID	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Subgenus	Species	Synonyms	AlternativeGenus	Subspecies	RemarksTaxonomy
S03090	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya harzi	.	.	.	.
S03100	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya hospodar	.	.	.	.
S03110	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya kalishevskii	.	.	.	.
S03120	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya kraussii	.	.	.	.
S03130	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya lemnotica	.	.	.	.
S03140	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya longicaudata	.	.	.	.
S03150	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya miksici	.	.	.	.
S03160	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya modesta	.	.	including rossica	.
S03170	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya modestior	.	.	.	.
S03180	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya obtusa	.	.	.	.
S03190	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya pavelii	Isophya rammei	.	.	.
S03200	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya pienensis	.	.	.	.
S03210	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya plevnensis	Isophya pravdini	.	.	.
S03220	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya posthumoidalis	.	.	.	.
S03230	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya pylnovi	.	.	.	.
S03240	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya pyrenaea	.	.	.	.
S03250	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya rectipennis	.	.	.	.
S03260	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya rhodopensis	Isophya kisi	.	including leonorae and petkovi	.
S03270	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya schneideri	.	.	.	.
S03280	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya sicula	.	.	.	.
S03290	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya speciosa	.	.	.	.
S03300	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya stepposa	.	.	.	.
S03310	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya straubei	.	.	.	.
S03320	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya stysi	.	.	.	.
S03330	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya taurica	.	.	.	.
S03340	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya thracica	.	.	.	.
S03350	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya tosevski	.	.	.	.
S03360	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya zubowskii	.	.	.	.
S03370	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes albovittata	.	.	.	.
S03380	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes asamo	.	.	.	.
S03390	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes boscii	.	.	.	.
S03400	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes calabra	.	.	.	.
S03410	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes discoidalis	.	.	.	.
S03420	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes intermedia	.	.	.	.
S03430	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes laticauda	.	.	.	.
S03440	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes lisae	.	.	.	.
S03450	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes punctatissima	.	.	.	.
S03460	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Leptophyes	Leptophyes	Leptophyes sicula	.	.	.	.
S03470	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Metaplastes	Metaplastes	Metaplastes ippolitoi	.	.	.	.
S03480	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Metaplastes	Metaplastes	Metaplastes oertzemi	.	.	.	.
S03490	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Metaplastes	Metaplastes	Metaplastes ornatus	.	.	.	.
S03500	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Metaplastes	Metaplastes	Metaplastes pulchripennis	.	.	.	.
S03510	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Hamatopoecilimon)	Poecilimon (Hamatopoecilimon) deplanatus	.	.	.	.
S03520	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Hamatopoecilimon)	Poecilimon (Hamatopoecilimon) hamatus	.	.	.	.
S03530	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Hamatopoecilimon)	Poecilimon (Hamatopoecilimon) ikariensis	.	.	.	.
S03540	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Hamatopoecilimon)	Poecilimon (Hamatopoecilimon) klausgerhardi	.	.	.	.
S03550	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Hamatopoecilimon)	Poecilimon (Hamatopoecilimon) paros	.	.	.	.
S03560	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Hamatopoecilimon)	Poecilimon (Hamatopoecilimon) unispinosus	.	.	.	.
S03570	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) aegaeus	.	.	.	.
S03580	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) affinis	"Poecilimon harzi, Poecilimon mistshenkoi"	.	.	.
S03590	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) albolineatus	.	.	.	.
S03600	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) amissus	.	.	.	.
S03610	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) ampliatus	.	.	.	.
S03620	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) artedentatus	.	.	.	.
S03630	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) athos	.	.	.	.
S03640	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) bidens	.	.	.	.
S03650	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) bifenestratus	.	.	.	.
S03660	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) bosphoricus	.	.	.	.
S03670	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) brunneri	.	.	.	.
S03680	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) chopardi	.	.	.	.
S03690	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) cretensis	.	.	.	.
S03700	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) djakonovi	.	.	.	.
S03710	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) ebneri	"Poecilimon ebneri, Poecilimon klisuriensis"	.	.	.
S03720	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) ege	.	.	.	.
S03730	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) elegans	.	.	.	.
S03740	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) erimanthos	.	.	.	.
S03750	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) fussii	.	.	.	.
S03760	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) geoktschajcus	.	.	.	.
S03770	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) gerlindae	.	.	.	.
S03780	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) gracilioides	.	.	.	.
S03790	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) gracilis	.	.	.	.
S03800	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) heinrichi	.	.	.	.
S03810	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) heroicus	.	.	.	.
S03820	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) hoelzeli	Poecilimon kisi	.	.	.
S03830	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) intermedius	.	.	.	pathenogenetic
S03840	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) istanbul 	.	.	.	.
S03850	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) jablanicensis	.	.	.	.
S03860	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) jonicus	.	.	including superbus	.
S03870	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) laevissimus	.	.	.	.
S03880	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) macedonicus	.	.	.	.
S03890	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) mariannae	.	.	.	.
S03900	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) marmaraensis	.	.	.	.
S03910	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) miramae	.	.	.	.
S03920	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) mytilenensis	.	.	.	.
S03930	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) nobilis	.	.	.	.
S03940	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) nonveilleri	.	.	.	.
S03950	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) obesus	.	.	.	.
S03960	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) oligacanthus	.	.	.	.
S03970	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) orbelicus	.	.	.	.
S03980	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) ornatus	.	.	.	.
S03990	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) pechevi	.	.	.	.
S04000	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) pergamicus	.	.	.	.
S04010	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) pindos	.	.	.	.
S04020	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) pliginskii	Poecilimon boldyrevi	.	.	.
S04030	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) propinquus	.	.	.	.
S04040	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) pseudornatus	.	.	.	.
S04050	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) roseoviridis	.	.	.	.
S04060	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) sanctipauli	.	.	.	.
S04070	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) schmidtii	.	.	.	.
S04080	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) scythicus	.	.	.	.
S04090	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) similis	.	.	.	.
S04100	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) soulion	.	.	.	.
S04110	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) sureyanus	Poecilimon anatolicus	.	.	.
S04120	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) syriacus	.	.	.	.
S04130	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) tauricus	"Poecilimon beybienkoi, Poecilimon kusnezovi"	.	.	.
S04140	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) thessalicus	.	.	.	.
S04150	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) thoracicus	.	.	.	.
S04160	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) tricuspis	.	.	.	.
S04170	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) turcicus	.	.	.	.
S04180	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) ukrainicus 	.	.	.	.
S04190	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) veluchianus	.	.	.	.
S04200	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) vodnensis	.	.	.	.
S04210	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) werneri	.	.	.	.
S04220	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) zimmeri	.	.	.	.
S04230	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Poecilimon	Poecilimon (Poecilimon)	Poecilimon (Poecilimon) zwicki	.	.	.	.
S04240	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Polysarcus	Polysarcus	Polysarcus denticauda	.	.	.	.
S04250	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Polysarcus	Polysarcus	Polysarcus scutatus	.	.	.	.
S04260	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Polysarcus	Polysarcus	Polysarcus zacharovi	.	.	.	.
S04280	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Odonturini	Odontura	Odontura (Odontura)	Odontura (Odontura) borrei 	.	.	.	.
S04290	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Odonturini	Odontura	Odontura (Odontura)	Odontura (Odontura) calaritana	Odontura festai	.	.	.
S04300	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Odonturini	Odontura	Odontura (Odontura)	Odontura (Odontura) glabricauda	.	.	.	.
S04310	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Odonturini	Odontura	Odontura (Odontura)	Odontura (Odontura) stenoxypha	.	.	including arcuata	.
S04320	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Odonturini	Odontura	Odontura (Odonturella)	Odontura (Odonturella) macphersoni	.	.	.	.
S04270	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Odonturini	Odontura	Odontura	Odontura aspericauda	.	.	.	.
S04330	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Phaneropterini	Phaneroptera	Phaneroptera	Phaneroptera falcata	.	.	.	.
S04340	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Phaneropterini	Phaneroptera	Phaneroptera	Phaneroptera gracilis	.	.	.	.
S04350	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Phaneropterini	Phaneroptera	Phaneroptera	Phaneroptera nana	.	.	.	.
S04360	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Phaneropterini	Phaneroptera	Phaneroptera	Phaneroptera sparsa	.	.	.	.
S04370	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Tylopsidini	Tylopsis	Tylopsis	Tylopsis lilifolia	.	.	.	.
S04380	Ensifera	Tettigonioidea	Tettigoniidae	Saginae	Sagini	Saga	Saga	Saga campbelli	.	.	.	.
S04390	Ensifera	Tettigonioidea	Tettigoniidae	Saginae	Sagini	Saga	Saga	Saga hellenica	.	.	.	.
S04400	Ensifera	Tettigonioidea	Tettigoniidae	Saginae	Sagini	Saga	Saga	Saga natoliae	.	.	.	.
S04410	Ensifera	Tettigonioidea	Tettigoniidae	Saginae	Sagini	Saga	Saga	Saga pedo	.	.	.	pathenogenetic
S04420	Ensifera	Tettigonioidea	Tettigoniidae	Saginae	Sagini	Saga	Saga	Saga rammei	.	.	.	.
S04430	Ensifera	Tettigonioidea	Tettigoniidae	Saginae	Sagini	Saga	Saga	Saga rhodiensis	.	.	.	.
S04440	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus bolivari	.	.	.	.
S04450	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus granatensis	.	.	.	.
S04460	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus lusitanicus	.	.	.	.
S04470	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus major	.	.	.	.
S04480	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus masferreri	.	.	.	.
S04490	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus pupulus	.	.	.	.
S04500	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus ramburi	.	.	.	.
S04510	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus siculus	.	.	.	.
S04520	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Ctenodecticus	Ctenodecticus	Ctenodecticus thymi	.	.	.	.
S04530	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Ctenodecticini	Miramiola	Miramiola	Miramiola pusilla	.	.	.	.
S04540	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Decticini	Decticus	Decticus	Decticus albifrons	.	.	.	.
S04550	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Decticini	Decticus	Decticus	Decticus aprutianus	.	.	.	.
S04560	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Decticini	Decticus	Decticus	Decticus loudoni	.	.	.	.
S04570	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Decticini	Decticus	Decticus	Decticus verrucivorus	.	.	.	.
S04580	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Anadrymadusa	Anadrymadusa (Anadrymadusa)	Anadrymadusa (Anadrymadusa) brevipennis	.	.	.	.
S04590	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Anadrymadusa	Anadrymadusa (Anadrymadusa)	Anadrymadusa (Anadrymadusa) ornatipennis	.	.	.	.
S04600	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Anadrymadusa	Anadrymadusa (Anadrymadusa)	Anadrymadusa (Anadrymadusa) retowskii	.	.	.	.
S04610	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Anadrymadusa	Anadrymadusa (Orodusa)	Anadrymadusa (Orodusa) beckeri	.	.	.	.
S04620	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Anadrymadusa	Anadrymadusa (Orodusa)	Anadrymadusa (Orodusa) robusta	.	.	.	.
S04630	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Ceraeocercus	Ceraeocercus	Ceraeocercus fuscipennis	.	.	.	.
S04640	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Drymadusa	Drymadusa	Drymadusa dorsalis	.	.	.	.
S04650	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Lithodusa	Lithodusa	Lithodusa daghestanica	.	.	.	.
S04660	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Paradrymadusa	Paradrymadusa	Paradrymadusa galitzini	.	.	.	.
S04670	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Paradrymadusa	Paradrymadusa	Paradrymadusa picta	.	also Anadrymadusa	.	.
S04680	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Drymadusini	Paradrymadusa	Paradrymadusa	Paradrymadusa sordida	.	.	.	.
S04690	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Gampsocleidini	Gampsocleis	Gampsocleis	Gampsocleis abbreviata	.	.	.	.
S04700	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Gampsocleidini	Gampsocleis	Gampsocleis	Gampsocleis glabra	.	.	.	.
